22.3141092,113.9293734
22.31413194,113.9293645
22.3141092,113.9293734
22.3141092,113.9293734
22.3141092,113.9293734
22.3141092,113.9293734
22.3141092,113.9293734
22.3141092,113.9293734
22.3141092,113.9293734
22.3141092,113.9293734
22.3141092,113.9293734
22.3141092,113.9293734
22.31525123,113.9290124
22.31525123,113.9290124
22.31524995,113.9290084
22.3152553,113.9290252
22.3152553,113.9290252
22.3152553,113.9290252
22.3154685,113.9296821
22.3154685,113.9296821
22.31545509,113.9296871
22.3154685,113.9296821
22.3152271,113.9289365
22.3152553,113.9290252
22.3152271,113.9289365
22.3148931,113.9278875
22.3149362,113.9276384
22.3149692,113.9275583
22.3152993,113.9268148
22.3156544,113.9260296
22.31593356,113.9252314
22.31590796,113.9252174
22.3165485,113.9239077
22.31644036,113.92358
22.31633375,113.9232569
22.31620394,113.9228635
22.31633375,113.9232569
22.316119,113.9226061
22.3157502,113.9214817
22.3157502,113.9214817
22.3155725,113.9209398
22.31561678,113.9208126
22.3150197,113.9206803
22.3150197,113.9206803
22.3145396,113.9205599
22.3144004,113.9209193
22.3141633,113.9209993
22.3132793,113.9213171
22.3134756,113.9212868
22.3132793,113.9213171
22.31212967,113.9217455
22.31155486,113.9219597
22.31212967,113.9217455
22.31155486,113.9219597
22.31040523,113.922388
22.30942344,113.9227539
22.30905054,113.9228931
22.3092556,113.9228164
22.3092019,113.9228463
22.3085342,113.9230827
22.3085342,113.9230827
22.30766,113.9234117
22.3071587,113.9231942
22.3069515,113.9236583
22.3069515,113.9236583
22.3062798,113.9234529
22.3060037,113.92257
22.30615043,113.9221471
22.3056977,113.9216476
22.3052878,113.9203763
22.30508065,113.9197339
22.3048735,113.9190914
22.304734,113.9186588
22.3047143,113.9183896
22.304931,113.9176365
22.3045775,113.9175023
22.3041902,113.9169722
22.3039772,113.9146041
22.3041501,113.9139358
22.3041903,113.9140946
22.3027548,113.912521
22.30255723,113.9119083
22.30235967,113.9112956
22.3021621,113.9106829
22.30170465,113.9106098
22.30146646,113.9105718
22.3013808,113.9105581
22.29999489,113.9079057
22.30006498,113.9074952
22.30013336,113.9071242
22.30023184,113.9065494
22.30034085,113.9059045
22.3004035,113.9055339
22.3004035,113.9055339
22.3004201,113.9054051
22.3004109,113.9052521
22.3000905,113.9042413
22.30022924,113.903901
22.3004031,113.9036288
22.2998369,113.9034147
22.2995529,113.9025915
22.29969276,113.9021939
22.2993547,113.9018385
22.2991579,113.9013664
22.2988668,113.9004636
22.2987852,113.9002106
22.2986889,113.899912
22.2985803,113.8995752
22.29849831,113.8993209
22.29839516,113.8990009
22.29830195,113.8987119
22.2978547,113.8987169
22.2979426,113.8987035
22.29784833,113.8987192
22.297556,113.8988239
22.297556,113.8988239
22.297556,113.8988239
22.297556,113.8988239
22.2972696,113.898926
22.2972696,113.898926
22.2972696,113.898926
22.2967545,113.8995886
22.29999254,113.9079294
22.3003091,113.910623
22.3019441,113.9157537
22.3045655,113.9208415
22.3057058,113.9240361
22.3060471,113.9240194
22.3064903,113.9285524
22.3064903,113.9285524
22.3064903,113.9285524
22.3064903,113.9285524
22.3064903,113.9285524
22.3064903,113.9285524
22.3064903,113.9285524
22.3064903,113.9285524
22.3064903,113.9285524
22.3064903,113.9285524
22.3064903,113.9285524
